ingredient,fdc_id,description,data_type,brand_owner,source,flag,mapping_status,semantic_match_score,nutritional_similarity_score,reasoning,retry_attempts,search_queries_used,timestamp,nutrient-alanine,nutrient-alcohol,nutrient-alpha-carotene,nutrient-apigenin,nutrient-arginine,nutrient-ash,nutrient-aspartic-acid,nutrient-beta-carotene,nutrient-caffeine,nutrient-calcium,nutrient-calories-energy,nutrient-catechin,nutrient-cholesterol,nutrient-choline,nutrient-copper,nutrient-cryptoxanthin,nutrient-cyanidin,nutrient-cystine,nutrient-delphinidin,nutrient-dietary-fiber,nutrient-epicatechin,nutrient-epicatechin-3-gallate,nutrient-epigallocatechin,nutrient-epigallocatechin-3-gallate,nutrient-eriodictyol,nutrient-fluoride,nutrient-folate-folic-acid,nutrient-gallocatechin,nutrient-glutamic-acid,nutrient-glycemic-index,nutrient-glycemic-load,nutrient-glycine,nutrient-hesperetin,nutrient-histidine,nutrient-inflammation-score,nutrient-iron,nutrient-isoleucine,nutrient-isorhamnetin,nutrient-kaempferol,nutrient-leucine,nutrient-lutein-zeaxanthin,nutrient-luteolin,nutrient-lycopene,nutrient-lysine,nutrient-magnesium,nutrient-malvidin,nutrient-manganese,nutrient-methionine,nutrient-monounsaturated-fat,nutrient-mufa-16-1-palmitoleic,nutrient-mufa-18-1-oleic,nutrient-mufa-20-1,nutrient-mufa-22-1,nutrient-myricetin,nutrient-naringenin,nutrient-net-carbohydrates,nutrient-niacin-b3,nutrient-nutrition-score,nutrient-pelargonidin,nutrient-peonidin,nutrient-percent-calories-from-carbohydrates,nutrient-percent-calories-from-fat,nutrient-percent-calories-from-protein,nutrient-petunidin,nutrient-phenylalanine,nutrient-phosphorus,nutrient-polyunsaturated-fat,nutrient-potassium,nutrient-proline,nutrient-protein,nutrient-pufa-18-2-linoleic,nutrient-pufa-18-3-alpha-linolenic,nutrient-pufa-18-4,nutrient-pufa-20-4-arachidonic,nutrient-pufa-20-5-epa,nutrient-pufa-22-5-dpa,nutrient-pufa-22-6-dha,nutrient-quercetin,nutrient-retinol,nutrient-riboflavin-b2,nutrient-saturated-fat,nutrient-selenium,nutrient-serine,nutrient-sfa-10-0-capric,nutrient-sfa-12-0-lauric,nutrient-sfa-14-0-myristic,nutrient-sfa-16-0-palmitic,nutrient-sfa-18-0-stearic,nutrient-sfa-4-0-butyric,nutrient-sfa-6-0-caproic,nutrient-sfa-8-0-caprylic,nutrient-sodium,nutrient-theaflavin,nutrient-theaflavin-3-3-digallate,nutrient-theaflavin-3-gallate,nutrient-thearubigins,nutrient-theobromine,nutrient-thiamin-b1,nutrient-threonine,nutrient-total-carbohydrates,nutrient-total-fat,nutrient-total-sugars,nutrient-trans-fat,nutrient-tryptophan,nutrient-tyrosine,nutrient-valine,nutrient-vitamin-a-rae,nutrient-vitamin-b12,nutrient-vitamin-b5-pantothenic-acid,nutrient-vitamin-b6,nutrient-vitamin-c-ascorbic-acid,nutrient-vitamin-d,nutrient-vitamin-e-alpha-tocopherol,nutrient-vitamin-k-phylloquinone,nutrient-water,nutrient-zinc
castelvetrano olives,169096,"Olives, pickled, canned or bottled, green",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,80,99,"HIGH_CONFIDENCE. The USDA item is 'Olives, pickled, canned or bottled, green'—the same product category as Castelvetrano (a brined green olive), so similar processing and composition are expected. Core macronutrients (40% weight): Calories 145 vs 145.55 (+0.4%), protein 1.0 vs 1.03 g (+3.0%), total fat 15.3 vs 15.32 g (+0.1%), carbs 3.8 vs 3.84 g (+1.1%). All differences are tiny and well within normal lab/rounding and brine/drain variability, yielding an excellent macronutrient match. Key micronutrients (30% weight): Vitamin A 20 mcg vs 20 mcg (match), calcium 52 mg vs 52 mg (match), iron 0.5 vs 0.49 mg (−2%), potassium 42 mg vs 42 mg (match). Vitamin C and D are expected 0 for brined olives; while not explicitly listed here, typical USDA entries for pickled green olives show 0 mg for both, so these are effectively matches. Other nutrients (30% weight): Saturated fat 2.1 vs 2.03 g (−3.3%), fiber 3.3 vs 3.30 g (match), total sugars 0.5 vs 0.54 g (+8% but only +0.04 g absolute—nutritionally negligible), sodium 1550 vs 1556 mg (+0.4%) consistent with brine strength and drain status. Fatty acid profile (high MUFA: 11.31 g) aligns with olives’ oleic acid–dominant profile typical of Castelvetrano. Considering acceptable variation due to cultivar, brining, and measurement precision, the profile is an almost exact match. Weighted scoring across groups yields ~98.6%, rounded to 99.",1,"castelvetrano olives, olives castelvetrano, olives green, olives green brine-cured",2026-01-09T21:37:35.702299,,,,,,4.53 g,,,,52.0 mg,609.0 kJ,,,14.2 mg,0.12 mg,9.0 µg,,,,3.3 g,,,,,,,,,,,,,,,,0.49 mg,,,,,510.0 µg,,,,11.0 mg,,,,11.314 g,,,,,,,,0.237 mg,,,,,,,,,4.0 mg,1.307 g,42.0 mg,,1.03 g,,,,,,,,,,0.007 mg,2.029 g,0.9 µg,,,,,,,,,,1556.0 mg,,,,,,0.021 mg,,3.84 g,15.32 g,0.54 g,,,,,20.0 µg,,0.023 mg,0.031 mg,,,3.81 mg,1.4 µg,75.28 g,0.04 mg
cherry tomatoes,321360,"Tomatoes, grape, raw",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,tomatoes cherry raw,2026-01-09T21:41:49.059659,,,,,,0.56 g,,,,11.0 mg,113.0 kJ,,,9.8 mg,0.058 mg,,,,,2.1 g,,,,,,,10.0 µg,,,,,,,,,0.33 mg,,,,,,,4100.0 µg,,11.9 mg,,0.121 mg,,,,,,,,,,0.805 mg,,,,,,,,,28.0 mg,,260.0 mg,,0.83 g,,,,,,,,,,0.065 mg,,,,,,,,,,,,6.0 mg,,,,,,0.075 mg,,5.51 g,0.63 g,,,,,,,,,0.06 mg,27.2 mg,,0.98 mg,4.2 µg,92.5 g,0.2 mg
roma tomatoes,1999634,"Tomato, roma",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,100,,Direct mapping based on high semantic match score (100.0%). Step 4 (nutritional similarity) was skipped.,1,tomatoes roma raw,2026-01-09T21:42:41.497228,,,,,,0.3119 g,,,,9.963 mg,18.95436075 kcal,,,,0.03198 mg,19.06 µg,,,,0.9706 g,,,,,,,9.994 µg,,,,,,,,,0.1031 mg,,,,,56 µg,,2863.0 µg,,8.089 mg,,0.0869 mg,,,,,,,,,,0.5331 mg,,,,,,,,,19.09 mg,,192.8 mg,,0.695625 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05575 mg,,3.837475 g,0.425 g,,,,,,23.9 µg,,,0.07894 mg,17.75 mg,,,,94.73 g,0.08245 mg
beefsteak tomatoes,170457,"Tomatoes, red, ripe, raw, year round average",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,80,99.5,"USDA entry 'Tomatoes, red, ripe, raw, year round average' matches the expected beefsteak tomato profile almost exactly, which is appropriate because beefsteak is a large cultivar of red, ripe tomatoes and raw per-100g values for common cultivars are nearly identical aside from small water-content-driven variation. Core macronutrients (40% weight): calories 17.69 vs 18 kcal (−0.31 kcal; 1.7% lower), protein 0.88 vs 0.9 g (−0.02 g; 2.2% lower), total fat 0.20 vs 0.20 g (0% difference), carbs 3.89 vs 3.9 g (−0.01 g; 0.3% lower). Macro subscore ≈ 98.95/100. Key vitamins/minerals (30% weight): vitamin A 42 vs 42 mcg (0% diff), vitamin C 13.7 vs 13.7 mg (0% diff), vitamin D not reported by USDA for tomatoes but expected is 0 mcg and tomatoes contain no vitamin D; treated as 0 (0% diff), calcium 10 vs 10 mg (0% diff), iron 0.27 vs 0.27 mg (0% diff), potassium 237 vs 237 mg (0% diff). Micronutrient subscore = 100/100. Other nutrients (30% weight): saturated fat 0.03 vs 0.03 g (0% diff), fiber 1.20 vs 1.2 g (0% diff), sugars 2.63 vs 2.6 g (+0.03 g; 1.2% higher), sodium 5 vs 5 mg (0% diff). Other subscore ≈ 99.7/100. Weighted overall score ≈ 0.40*98.95 + 0.30*100 + 0.30*99.7 = 99.5, indicating an excellent, HIGH_CONFIDENCE match. The tiny deviations (≤2.2%) are well within expected natural variation among tomato varieties and growing conditions and are nutritionally insignificant.",1,tomatoes beefsteak raw,2026-01-09T21:43:25.497234,0.027 g,,,,0.021 g,0.5 g,0.135 g,,,10.0 mg,74.0 kJ,,,6.7 mg,0.059 mg,,,0.009 g,,1.2 g,,,,,,2.3 µg,,,0.431 g,,,0.019 g,,0.014 g,,0.27 mg,0.018 g,,,0.025 g,123.0 µg,,2573.0 µg,0.027 g,11.0 mg,,0.114 mg,0.006 g,0.031 g,,,,,,,,0.594 mg,,,,,,,,0.027 g,24.0 mg,0.083 g,237.0 mg,0.015 g,0.88 g,,,,,,,,,,0.019 mg,0.028 g,,0.026 g,,,,,,,,,5.0 mg,,,,,,0.037 mg,0.027 g,3.89 g,0.2 g,2.63 g,,0.006 g,0.014 g,0.018 g,42.0 µg,,0.089 mg,0.08 mg,13.7 mg,,0.54 mg,7.9 µg,94.52 g,0.17 mg
vidalia onion,170008,"Onions, sweet, raw",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,vidalia onions raw,2026-01-09T21:45:16.751569,0.017 g,,,,0.111 g,0.34 g,0.067 g,,,20.0 mg,133.0 kJ,,,5.5 mg,0.056 mg,,,0.009 g,,0.9 g,,,,,,,23.0 µg,,0.177 g,,,0.02 g,,0.011 g,,0.26 mg,0.014 g,,,0.025 g,6.0 µg,,,0.033 g,9.0 mg,,0.076 mg,0.009 g,,,,,,,,,0.133 mg,,,,,,,,0.024 g,27.0 mg,,119.0 mg,0.015 g,0.8 g,,,,,,,,,,0.02 mg,,0.5 µg,0.02 g,,,,,,,,,8.0 mg,,,,,,0.041 mg,0.018 g,7.55 g,0.08 g,5.02 g,,0.009 g,0.012 g,0.02 g,,,0.098 mg,0.13 mg,4.8 mg,,0.02 mg,0.3 µg,91.24 g,0.13 mg
purple cabbage,2346408,"Cabbage, red, raw",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,100,,Direct mapping based on high semantic match score (100.0%). Step 4 (nutritional similarity) was skipped.,1,cabbage red raw,2026-01-09T21:45:31.970617,,,,,,0.6138 g,,,,30.99 mg,29.943836 kcal,,,,0.0035 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3 mg,,0.3094 mg,,,,,,,,,,,,,,,,,,,35.84 mg,,269.1 mg,,1.2425 g,,,,,,,,,,,,,,,,,,,,,,11.72 mg,,,,,,,,6.7899 g,0.2138 g,,,,,,,,,0.1789 mg,53.88 mg,,,32.3 µg,91.14 g,0.245 mg
yukon gold potatoes,2346403,"Potatoes, gold, without skin, raw",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,2,"potatoes raw yellow, potatoes yukon gold raw fresh",2026-01-09T21:45:59.570702,,,,,,0.8913 g,,,,5.943 mg,71.575228 kcal,,,,0.1304 mg,,,,,0.5856 g,,,,,,,,,,,,,,,,0.3728 mg,,,,,,,,,22.3 mg,,0.1598 mg,,,,,,,,,,1.585 mg,,,,,,,,,56.95 mg,,445.8 mg,,1.8125 g,,,,,,,,,,,,,,,,,,,,,,2.238 mg,,,,,,0.05125 mg,,15.9624 g,0.2638 g,0.6451 g,,,,,,,,0.145 mg,23.3 mg,,,0.8 µg,81.07 g,0.3739 mg
fingerling potatoes,170026,"Potatoes, flesh and skin, raw",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,potatoes fingerling raw,2026-01-09T21:47:10.416653,0.063 g,,,,0.101 g,1.11 g,0.48 g,,,12.0 mg,322.0 kJ,,,12.1 mg,0.11 mg,,,0.024 g,,2.1 g,,,,,,,,,0.351 g,,,0.057 g,,0.035 g,,0.81 mg,0.066 g,,,0.098 g,9.0 µg,,,0.107 g,23.0 mg,,0.153 mg,0.032 g,0.002 g,,,,,,,,1.061 mg,,,,,,,,0.081 g,57.0 mg,0.042 g,425.0 mg,0.063 g,2.05 g,,,,,,,,,,0.032 mg,0.025 g,0.4 µg,0.074 g,,,,,,,,,6.0 mg,,,,,,0.081 mg,0.067 g,17.49 g,0.09 g,0.82 g,,0.021 g,0.048 g,0.103 g,,,0.295 mg,0.298 mg,19.7 mg,,0.01 mg,2.0 µg,79.25 g,0.3 mg
purple potatoes,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"potatoes purple raw, potatoes purple raw fresh, purple",2026-01-09T21:47:36.975034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new potatoes,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"potatoes new raw, potatoes new raw fresh, new",2026-01-09T21:48:55.753011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blood orange,,,,,,NO_MAPPING_FOUND,semantic_mismatch,60,95,No semantically valid matches found after 3 attempts,3,"oranges blood raw, oranges blood raw fresh, blood",2026-01-09T21:49:55.359291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cara cara orange,746771,"Oranges, raw, navels",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,oranges cara cara raw,2026-01-09T21:54:37.987072,0.028 g,,,,0.099 g,0.43 g,0.12 g,,,43.0 mg,196.0 kJ,,,,0.064 mg,,,0.009 g,,1.8 g,,,,,,,25.0 µg,,0.242 g,,,0.02 g,,0.011 g,,0.33 mg,0.014 g,,,0.025 g,,,,0.032 g,10.7 mg,,0.029 mg,0.007 g,,,,,,,,,0.425 mg,,,,,,,,0.051 g,23.0 mg,,166.0 mg,0.153 g,0.91 g,,,,,,,,,,0.051 mg,,,0.032 g,,,,,,,,,9.0 mg,,,,,,0.068 mg,0.016 g,10.6 g,0.15 g,8.57 g,,0.008 g,0.011 g,0.022 g,,,0.261 mg,0.079 mg,59.1 mg,,,,86.7 g,0.11 mg
black grapes,174682,"Grapes, american type (slip skin), raw",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,88,91,"Macronutrients align closely with expected black grapes: calories are -3% (66.9 vs 69 kcal), protein -12% (0.63 vs 0.72 g), carbs -5% (17.15 vs 18.1 g), and total fat is slightly higher (+0.19 g) but remains nutritionally negligible. Vitamins/minerals are mostly consistent: potassium is identical (191 mg), vitamin A is very close (5 vs 3 mcg), calcium is slightly higher (+4 mg), and iron is modestly lower (-0.07 mg). The notable divergence is vitamin C, which is substantially lower (4.0 vs 10.8 mg), but cultivar, ripeness, and storage commonly drive vitamin C variability in grapes. Vitamin D is effectively 0 in grapes, matching expectations. Other nutrients are strong matches: fiber is identical (0.9 g), sugars are close (+0.75 g), sodium matches (2 mg), and saturated fat is a small absolute increase (+0.06 g). Overall, this American slip-skin grape profile is an excellent proxy for black grapes with only a meaningful shortfall in vitamin C.",1,grapes black raw,2026-01-09T21:55:09.136770,0.026 g,,,,0.046 g,0.57 g,0.077 g,,,14.0 mg,280.0 kJ,,,5.6 mg,0.04 mg,,,0.01 g,,0.9 g,,,,,,,,,0.131 g,,,0.019 g,,0.023 g,,0.29 mg,0.005 g,,,0.013 g,72.0 µg,,,0.014 g,5.0 mg,,0.718 mg,0.021 g,0.014 g,,,,,,,,0.3 mg,,,,,,,,0.013 g,10.0 mg,0.102 g,191.0 mg,0.021 g,0.63 g,,,,,,,,,,0.057 mg,0.114 g,0.1 µg,0.03 g,,,,,,,,,2.0 mg,,,,,,0.092 mg,0.017 g,17.15 g,0.35 g,16.25 g,,0.003 g,0.011 g,0.017 g,5.0 µg,,0.024 mg,0.11 mg,4.0 mg,,0.19 mg,14.6 µg,81.3 g,0.04 mg
fuerte avocado,171706,"Avocados, raw, California",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,avocados raw,2026-01-09T21:57:32.159716,0.106 g,,,,0.087 g,1.66 g,0.232 g,,,13.0 mg,697.0 kJ,,,14.2 mg,0.17 mg,27.0 µg,,0.027 g,,6.8 g,,,,,,,,,0.282 g,,,0.102 g,,0.048 g,,0.61 mg,0.083 g,,,0.141 g,271.0 µg,,,0.129 g,29.0 mg,,0.149 mg,0.037 g,9.799 g,,,,,,,,1.912 mg,,,,,,,,0.095 g,54.0 mg,1.816 g,507.0 mg,0.096 g,1.96 g,,,,,,,,,,0.143 mg,2.126 g,0.4 µg,0.112 g,,,,,,,,,8.0 mg,,,,,,0.075 mg,0.072 g,8.64 g,15.41 g,0.3 g,,0.025 g,0.048 g,0.105 g,7.0 µg,,1.463 mg,0.287 mg,8.8 mg,,1.97 mg,21.0 µg,72.33 g,0.68 mg
rainbow carrots,170393,"Carrots, raw",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,92,,Direct mapping based on high semantic match score (92.0%). Step 4 (nutritional similarity) was skipped.,1,carrots raw,2026-01-09T21:57:47.856049,0.113 g,,,,0.091 g,0.97 g,0.19 g,,,33.0 mg,173.0 kJ,,,8.8 mg,0.045 mg,,,0.083 g,,2.8 g,,,,,,3.2 µg,,,0.366 g,,,0.047 g,,0.04 g,,0.3 mg,0.077 g,,,0.102 g,256.0 µg,,1.0 µg,0.101 g,12.0 mg,,0.143 mg,0.02 g,0.012 g,,,,,,,,0.983 mg,,,,,,,,0.061 g,35.0 mg,0.102 g,320.0 mg,0.054 g,0.93 g,,,,,,,,,,0.058 mg,0.032 g,0.1 µg,0.054 g,,,,,,,,,69.0 mg,,,,,,0.066 mg,0.191 g,9.58 g,0.24 g,4.74 g,,0.012 g,0.043 g,0.069 g,835.0 µg,,0.273 mg,0.138 mg,5.9 mg,,0.66 mg,13.2 µg,88.29 g,0.24 mg
purple carrots,170393,"Carrots, raw",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,85,98.5,"HIGH_CONFIDENCE. This entry (Carrots, raw) matches the expected purple carrot profile almost exactly across all macronutrients and most micronutrients. Macros: calories (41.35 vs 41, <1% difference), protein (0.93 vs 0.93, identical), total fat (0.24 vs 0.24, identical), carbs (9.58 vs 9.58, identical) — essentially perfect alignment. Key vitamins/minerals: vitamin A (835 mcg), vitamin C (5.9 mg), vitamin D (0 mcg), calcium (33 mg), iron (0.3 mg), potassium (320 mg) all match the expected values precisely, reflecting standard raw carrot composition. Other nutrients: saturated fat is slightly lower (0.03 vs 0.037 g, ~19% relative but only 0.007 g absolute), while fiber (2.8 g), sugars (4.74 g), and sodium (69 mg) are exact matches. Acceptable variation: Purple carrots can have somewhat lower beta-carotene (vitamin A) than orange carrots but higher anthocyanins; however, the provided expected values align with standard raw carrot data, and small analytical/varietal differences are within normal lab variability.",1,carrots purple raw,2026-01-09T21:57:59.779067,0.113 g,,,,0.091 g,0.97 g,0.19 g,,,33.0 mg,173.0 kJ,,,8.8 mg,0.045 mg,,,0.083 g,,2.8 g,,,,,,3.2 µg,,,0.366 g,,,0.047 g,,0.04 g,,0.3 mg,0.077 g,,,0.102 g,256.0 µg,,1.0 µg,0.101 g,12.0 mg,,0.143 mg,0.02 g,0.012 g,,,,,,,,0.983 mg,,,,,,,,0.061 g,35.0 mg,0.102 g,320.0 mg,0.054 g,0.93 g,,,,,,,,,,0.058 mg,0.032 g,0.1 µg,0.054 g,,,,,,,,,69.0 mg,,,,,,0.066 mg,0.191 g,9.58 g,0.24 g,4.74 g,,0.012 g,0.043 g,0.069 g,835.0 µg,,0.273 mg,0.138 mg,5.9 mg,,0.66 mg,13.2 µg,88.29 g,0.24 mg
black-eyed peas,2644284,"Blackeye pea, dry",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,98,,Direct mapping based on high semantic match score (98.0%). Step 4 (nutritional similarity) was skipped.,1,peas black-eyed,2026-01-09T22:00:39.401213,,,,,,3.51 g,,,,71.4 mg,345.5703 kcal,,,,0.9359 mg,,,,,,,,,,,,,,,,,,,,,5.93 mg,,,,,,,,,183.9 mg,,1.288 mg,,,,,,,,,,,,,,,,,,,427.6 mg,,1243.0 mg,,21.225 g,,,,,,,,,,,,,,,,,,,,,,3.458 mg,,,,,,,,61.836 g,2.419 g,,,,,,,,,,,,,,11.01 g,3.654 mg
fresh tomatoes,170457,"Tomatoes, red, ripe, raw, year round average",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,99,,Direct mapping based on high semantic match score (99.0%). Step 4 (nutritional similarity) was skipped.,1,tomatoes raw,2026-01-09T22:00:56.668928,0.027 g,,,,0.021 g,0.5 g,0.135 g,,,10.0 mg,74.0 kJ,,,6.7 mg,0.059 mg,,,0.009 g,,1.2 g,,,,,,2.3 µg,,,0.431 g,,,0.019 g,,0.014 g,,0.27 mg,0.018 g,,,0.025 g,123.0 µg,,2573.0 µg,0.027 g,11.0 mg,,0.114 mg,0.006 g,0.031 g,,,,,,,,0.594 mg,,,,,,,,0.027 g,24.0 mg,0.083 g,237.0 mg,0.015 g,0.88 g,,,,,,,,,,0.019 mg,0.028 g,,0.026 g,,,,,,,,,5.0 mg,,,,,,0.037 mg,0.027 g,3.89 g,0.2 g,2.63 g,,0.006 g,0.014 g,0.018 g,42.0 µg,,0.089 mg,0.08 mg,13.7 mg,,0.54 mg,7.9 µg,94.52 g,0.17 mg
plum tomatoes,170457,"Tomatoes, red, ripe, raw, year round average",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,80,99.6,"Tomatoes, red, ripe, raw (year-round average) aligns almost perfectly with expected plum tomato values across all categories. Core macronutrients (40% weight): calories (17.69 vs 18, −1.7%), protein (0.88 vs 0.9 g, −2.2%), total fat (0.20 vs 0.2 g, match), and carbs (3.89 vs 3.9 g, −0.3%) are effectively identical, with tiny rounding differences that are well within natural varietal and seasonal moisture variation. Key vitamins/minerals (30% weight): vitamin A (42 mcg), vitamin C (13.7 mg), vitamin D (0 mcg), calcium (10 mg), iron (0.27 mg), and potassium (237 mg) are exact matches, indicating the same micronutrient profile expected for raw plum/red tomatoes. Other nutrients (30% weight): saturated fat (0.03 g), fiber (1.2 g), sodium (5 mg) all match; total sugars differs trivially (2.63 vs 2.6 g, +1.2%). Given that plum tomatoes are a subtype of red, ripe tomatoes and USDA year-round averages reflect typical market composition, these minuscule discrepancies are attributable to rounding and normal biological variability rather than true nutritional divergence. Overall, this is an excellent, high-confidence match.",1,tomatoes plum raw,2026-01-09T22:01:13.951380,0.027 g,,,,0.021 g,0.5 g,0.135 g,,,10.0 mg,74.0 kJ,,,6.7 mg,0.059 mg,,,0.009 g,,1.2 g,,,,,,2.3 µg,,,0.431 g,,,0.019 g,,0.014 g,,0.27 mg,0.018 g,,,0.025 g,123.0 µg,,2573.0 µg,0.027 g,11.0 mg,,0.114 mg,0.006 g,0.031 g,,,,,,,,0.594 mg,,,,,,,,0.027 g,24.0 mg,0.083 g,237.0 mg,0.015 g,0.88 g,,,,,,,,,,0.019 mg,0.028 g,,0.026 g,,,,,,,,,5.0 mg,,,,,,0.037 mg,0.027 g,3.89 g,0.2 g,2.63 g,,0.006 g,0.014 g,0.018 g,42.0 µg,,0.089 mg,0.08 mg,13.7 mg,,0.54 mg,7.9 µg,94.52 g,0.17 mg
fresh oregano,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"oregano fresh, herbs oregano fresh raw, fresh",2026-01-09T22:03:24.901939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fresh cilantro,169997,"Coriander (cilantro) leaves, raw",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,100,,Direct mapping based on high semantic match score (100.0%). Step 4 (nutritional similarity) was skipped.,1,cilantro fresh,2026-01-09T22:06:25.768295,,,,,,1.47 g,,,,67.0 mg,95.0 kJ,,,12.8 mg,0.225 mg,202.0 µg,,,,2.8 g,,,,,,,,,,,,,,,,1.77 mg,,,,,865.0 µg,,,,26.0 mg,,0.426 mg,,0.275 g,,,,,,,,1.114 mg,,,,,,,,,48.0 mg,0.04 g,521.0 mg,,2.13 g,,,,,,,,,,0.162 mg,0.014 g,0.9 µg,,,,,,,,,,46.0 mg,,,,,,0.067 mg,,3.67 g,0.52 g,0.87 g,,,,,337.0 µg,,0.57 mg,0.149 mg,27.0 mg,,2.5 mg,310.0 µg,92.21 g,0.5 mg
fresh tarragon,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"tarragon fresh, herbs tarragon fresh raw, fresh",2026-01-09T22:06:37.803185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cinnamon sticks,,,,,,NO_MAPPING_FOUND,semantic_score_too_low,70,99,Semantic score (70.0%) below 80% threshold. Nutritional similarity (99.0%) was calculated but mapping not allowed due to low semantic match.,3,"cinnamon stick OR spices cinnamon, spices cinnamon sticks raw, cinnamon",2026-01-09T22:10:43.234999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
